CarCompany,AccidentArea,OwnerGender,OwnerAge,Fault,CarCategory,CarPrice,IsFraud,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,BasePolicy,IsAddressChanged,PastNumberOfClaims
Mazda,Urban,Male,28,Policy Holder,Sport,23639,0,No,No,External,6,Liability,No,3
Honda,Urban,Male,32,Policy Holder,Sport,21597,0,No,No,External,6,Liability,No,2
Toyota,Urban,Male,46,Policy Holder,Sedan,28701,0,Yes,No,External,3,All Perils,No,3
Pontiac,Urban,Male,37,Policy Holder,Sport,35546,0,No,No,External,2,Liability,No,5
Honda,Urban,Female,43,Policy Holder,Sedan,52087,0,No,No,External,6,Collision,No,4
Honda,Urban,Male,38,Policy Holder,Sedan,20443,0,No,No,External,0,Collision,No,4
Honda,Urban,Male,41,Policy Holder,Sedan,28487,0,No,No,External,4,Collision,No,4
Mazda,Urban,Male,54,Policy Holder,Sedan,37749,0,No,No,External,2,Collision,No,1
Honda,Urban,Male,29,Third Party,Sedan,24896,0,No,No,External,0,Collision,No,3
Honda,Urban,Male,45,Third Party,Sedan,24924,0,No,No,External,0,All Perils,No,3
Pontiac,Urban,Male,48,Policy Holder,Sport,28160,0,No,No,External,5,Liability,No,0
Accura,Urban,Male,46,Third Party,Sedan,32046,0,No,No,External,0,All Perils,No,1
Pontiac,Urban,Male,26,Policy Holder,Sedan,23424,0,No,No,External,7,Collision,No,1
VW,Rural,Male,26,Third Party,Sport,47619,0,No,No,External,7,Liability,No,2
Pontiac,Urban,Male,46,Third Party,Sedan,37272,0,No,No,External,0,Collision,No,2
Honda,Rural,Male,36,Policy Holder,Sport,26510,0,No,No,External,6,Liability,No,1
Pontiac,Urban,Male,33,Policy Holder,Sedan,31517,0,No,No,External,6,Collision,No,2
Mazda,Urban,Male,23,Policy Holder,Sport,27909,0,No,No,External,0,Liability,No,0
Pontiac,Urban,Male,30,Policy Holder,Sedan,20321,0,No,No,External,0,Collision,No,0
Honda,Urban,Male,38,Policy Holder,Sport,30395,0,No,No,External,7,Liability,No,2
Mazda,Urban,Male,21,Third Party,Sedan,25669,0,No,No,External,3,Collision,No,1
Mazda,Urban,Male,42,Policy Holder,Sport,35092,0,No,No,External,1,Liability,No,4
Chevrolet,Urban,Male,44,Third Party,Sedan,28261,0,No,No,External,6,All Perils,No,1
Chevrolet,Urban,Male,34,Policy Holder,Sedan,20487,0,No,No,External,0,Collision,No,3
Mazda,Urban,Male,30,Policy Holder,Sedan,27529,0,No,No,External,4,Collision,No,1
Mazda,Urban,Male,34,Policy Holder,Sport,28323,0,No,No,External,0,Liability,No,4
Toyota,Rural,Male,34,Policy Holder,Sedan,26674,0,No,No,External,6,Collision,No,3
Honda,Urban,Male,41,Third Party,Sedan,30406,0,No,No,External,7,Collision,No,6
Mazda,Urban,Female,35,Third Party,Sedan,35633,0,No,No,External,6,Collision,No,4
VW,Urban,Male,42,Policy Holder,Sport,33580,0,No,No,External,7,Liability,No,5
Mazda,Urban,Male,26,Policy Holder,Sedan,31496,0,No,No,External,0,Collision,No,0
Pontiac,Urban,Male,28,Third Party,Sedan,24995,0,No,No,External,0,Collision,Yes,0
Pontiac,Urban,Male,27,Policy Holder,Sport,27127,0,No,No,Internal,3,Liability,No,4
Pontiac,Rural,Male,26,Policy Holder,Sedan,37900,0,No,No,External,6,Collision,No,0
Toyota,Urban,Male,38,Policy Holder,Sedan,18748,0,No,No,External,7,All Perils,No,1
Chevrolet,Urban,Male,41,Policy Holder,Sport,27584,0,No,No,External,0,Liability,No,0
Ford,Urban,Male,32,Third Party,Sedan,41857,0,No,No,External,0,Collision,No,4
Pontiac,Urban,Male,33,Policy Holder,Sedan,21471,0,No,No,External,0,Collision,No,4
Pontiac,Urban,Male,33,Policy Holder,Sport,23271,0,No,No,External,1,Liability,No,2
Honda,Urban,Female,31,Third Party,Sedan,27038,0,No,No,External,0,All Perils,No,1
Ford,Urban,Female,26,Policy Holder,Sedan,30082,0,No,No,External,0,Collision,No,0
Mercury,Urban,Male,63,Policy Holder,Utility,38709,0,No,No,External,2,All Perils,No,4
Mazda,Urban,Male,34,Third Party,Sedan,20780,0,No,No,External,4,Collision,No,4
Mazda,Urban,Female,28,Policy Holder,Sedan,34561,0,No,No,External,6,Collision,No,4
Mazda,Urban,Male,29,Policy Holder,Sedan,22962,0,No,No,External,0,Collision,No,3
Honda,Urban,Male,49,Policy Holder,Sedan,13408,0,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,34,Policy Holder,Sedan,31629,0,No,No,External,7,Collision,No,3
Honda,Urban,Female,26,Policy Holder,Sport,22236,0,No,No,External,1,Liability,No,5
Mazda,Urban,Male,27,Policy Holder,Sedan,25144,0,No,No,External,3,Collision,No,4
Pontiac,Rural,Male,38,Policy Holder,Sedan,28799,0,No,No,External,0,Collision,No,1
Pontiac,Rural,Male,47,Third Party,Sedan,15323,0,No,No,External,0,All Perils,No,0
Mazda,Rural,Male,36,Policy Holder,Sport,37875,0,No,No,Internal,5,Liability,No,0
Honda,Urban,Male,36,Third Party,Sedan,35395,0,No,No,External,5,Collision,No,4
Toyota,Urban,Male,41,Policy Holder,Sedan,23747,0,No,No,External,1,Collision,No,1
Pontiac,Urban,Female,29,Policy Holder,Sport,20278,0,No,No,External,0,Liability,No,6
Toyota,Urban,Male,32,Policy Holder,Sedan,23409,0,No,No,External,3,Collision,No,4
Mazda,Rural,Male,32,Policy Holder,Sedan,38889,0,No,No,External,7,Collision,No,3
Mazda,Rural,Male,26,Third Party,Sedan,28834,0,Yes,No,External,5,All Perils,No,5
Pontiac,Urban,Male,45,Policy Holder,Sport,24876,0,No,No,External,2,Liability,No,0
Pontiac,Urban,Male,41,Third Party,Sedan,28643,0,No,No,External,6,All Perils,No,1
Chevrolet,Urban,Male,36,Policy Holder,Sport,34408,0,No,No,External,0,Liability,No,4
Accura,Urban,Male,47,Third Party,Sport,28315,0,No,No,External,1,Liability,No,0
Toyota,Urban,Male,30,Policy Holder,Sport,24238,0,No,No,External,5,Liability,No,4
Pontiac,Rural,Female,33,Policy Holder,Sport,22960,0,No,No,External,0,Liability,No,3
Chevrolet,Urban,Male,28,Policy Holder,Sedan,34912,0,No,No,External,0,Collision,No,0
Pontiac,Rural,Female,41,Policy Holder,Sedan,27483,0,No,No,External,0,Collision,No,1
Toyota,Urban,Female,31,Third Party,Sport,23056,0,No,No,External,1,Liability,No,5
Toyota,Rural,Male,26,Third Party,Sedan,35623,0,No,No,External,0,Collision,No,6
Mazda,Urban,Male,50,Third Party,Sedan,34404,0,No,No,External,7,Collision,No,1
Chevrolet,Urban,Male,40,Policy Holder,Sport,34578,0,No,No,External,6,Liability,No,6
Toyota,Rural,Male,52,Policy Holder,Sport,24070,0,No,No,External,0,Liability,No,6
Pontiac,Urban,Male,31,Policy Holder,Sport,20062,0,No,No,External,5,Liability,No,3
Toyota,Urban,Male,30,Policy Holder,Sport,30321,0,No,No,External,0,Liability,No,1
Mazda,Urban,Female,30,Third Party,Sedan,21471,0,No,No,External,2,Collision,No,2
Toyota,Urban,Male,39,Policy Holder,Sedan,20169,0,No,No,External,7,Collision,No,0
Mazda,Urban,Male,32,Policy Holder,Sedan,30809,0,No,No,External,0,Collision,No,0
Chevrolet,Urban,Female,38,Policy Holder,Sedan,30612,0,No,No,External,7,Collision,No,2
Honda,Urban,Male,36,Policy Holder,Sport,27318,0,No,No,Internal,0,Liability,No,6
Pontiac,Urban,Male,27,Policy Holder,Sedan,20748,0,No,No,External,2,All Perils,No,1
Mazda,Urban,Female,28,Third Party,Sedan,21883,0,No,No,External,0,Collision,No,0
Toyota,Rural,Male,45,Third Party,Sedan,20841,0,No,No,External,6,Collision,No,0
Mazda,Urban,Male,40,Policy Holder,Sedan,25304,0,No,No,External,0,Collision,No,4
Toyota,Urban,Male,28,Third Party,Sport,26184,0,No,No,External,0,Liability,No,1
Chevrolet,Urban,Female,30,Policy Holder,Sport,27288,0,No,No,External,0,Liability,No,0
Mazda,Urban,Male,48,Third Party,Sedan,10403,0,No,No,External,2,All Perils,No,0
Pontiac,Urban,Male,26,Policy Holder,Sedan,26084,0,No,No,External,0,Collision,No,0
Honda,Urban,Male,34,Third Party,Sedan,25598,0,No,No,External,0,Collision,No,1
Toyota,Urban,Male,34,Policy Holder,Sedan,21753,0,No,No,External,0,Collision,No,3
Pontiac,Urban,Male,29,Policy Holder,Sedan,23158,0,No,No,External,4,Collision,No,1
Toyota,Urban,Male,42,Third Party,Sedan,13593,0,No,No,External,0,All Perils,No,0
Mazda,Urban,Male,28,Policy Holder,Sedan,46017,0,No,No,External,3,Collision,No,4
Mazda,Urban,Male,26,Policy Holder,Sedan,24328,0,No,No,External,0,Collision,No,0
Mazda,Urban,Male,30,Policy Holder,Sedan,27803,0,No,No,External,4,Collision,No,1
Toyota,Urban,Female,25,Policy Holder,Sedan,24206,0,No,No,External,0,Collision,No,3
Toyota,Urban,Male,33,Policy Holder,Sport,37454,0,No,No,External,7,Liability,No,6
Mazda,Urban,Male,30,Policy Holder,Sedan,27081,0,No,No,External,2,Collision,No,5
Pontiac,Urban,Male,40,Policy Holder,Sport,23945,0,No,No,External,0,Liability,No,2
Pontiac,Urban,Male,34,Policy Holder,Sport,34186,0,No,No,External,6,Liability,No,5
Honda,Urban,Male,45,Third Party,Sedan,21723,0,No,No,External,0,All Perils,No,0
Mazda,Urban,Male,29,Third Party,Sedan,22010,0,No,No,External,0,Collision,No,1
Pontiac,Urban,Male,30,Policy Holder,Sedan,30275,0,No,No,External,0,Collision,No,3
Ford,Urban,Male,36,Policy Holder,Sedan,22238,0,No,No,External,2,All Perils,No,1
Chevrolet,Urban,Male,39,Third Party,Sedan,37026,0,No,No,External,0,Collision,No,3
VW,Urban,Male,39,Policy Holder,Sedan,23024,0,No,No,External,0,All Perils,No,0
Pontiac,Urban,Female,31,Policy Holder,Sport,23620,0,No,No,External,0,Liability,No,0
Dodge,Urban,Male,35,Policy Holder,Sedan,21779,0,No,No,External,0,Collision,No,0
Honda,Urban,Male,38,Third Party,Sport,28595,0,No,No,External,7,Liability,No,4
Toyota,Urban,Male,32,Policy Holder,Sedan,26245,0,No,No,External,0,Collision,No,3
Chevrolet,Urban,Male,35,Third Party,Sport,25331,0,No,No,External,0,Liability,No,3
Honda,Urban,Male,22,Policy Holder,Sedan,20551,0,No,No,External,0,Collision,No,3
Mazda,Urban,Male,30,Third Party,Sedan,28191,0,No,No,External,5,Collision,No,1
Toyota,Urban,Male,36,Policy Holder,Sedan,21225,0,No,No,External,0,Collision,No,0
Mazda,Urban,Male,26,Policy Holder,Sedan,38890,0,No,No,External,7,Collision,No,3
Honda,Urban,Male,42,Policy Holder,Sport,20492,0,No,No,External,6,Liability,No,2
Toyota,Urban,Male,39,Policy Holder,Sport,22674,0,No,No,External,2,Liability,No,4
Toyota,Urban,Male,31,Policy Holder,Sport,26519,0,No,No,External,0,Liability,No,6
Honda,Rural,Male,59,Third Party,Sport,27090,0,No,No,External,5,Liability,No,0
Toyota,Urban,Male,42,Third Party,Sedan,14259,0,No,No,External,2,Collision,No,0
Pontiac,Urban,Male,40,Policy Holder,Sport,17954,0,No,No,External,1,Liability,No,1
Pontiac,Urban,Male,34,Third Party,Sedan,24482,0,No,No,External,2,Collision,No,1
Honda,Urban,Female,35,Policy Holder,Sedan,27463,0,No,No,External,6,All Perils,No,0
Chevrolet,Urban,Male,32,Third Party,Sedan,32762,0,No,No,External,7,Collision,No,1
Toyota,Urban,Male,42,Policy Holder,Sedan,25246,0,No,No,External,7,Collision,No,0
Pontiac,Urban,Male,27,Third Party,Sedan,22872,0,No,No,External,7,All Perils,No,3
Mazda,Urban,Female,54,Policy Holder,Sedan,31612,0,No,No,External,1,Collision,No,0
Chevrolet,Urban,Male,62,Third Party,Sport,24909,0,No,No,External,0,Liability,No,5
Mercury,Rural,Male,38,Third Party,Sedan,22412,0,No,No,External,4,Collision,No,0
Toyota,Urban,Male,39,Policy Holder,Sedan,18675,0,No,No,External,0,Collision,No,1
Honda,Urban,Male,29,Policy Holder,Sport,28815,0,No,No,External,1,Liability,No,2
Toyota,Urban,Male,30,Policy Holder,Sedan,20720,0,No,No,External,0,Collision,No,1
Toyota,Urban,Male,30,Policy Holder,Sedan,34199,0,No,No,External,7,Collision,No,4
Honda,Urban,Male,41,Policy Holder,Sport,23045,0,No,No,External,3,Liability,No,4
Pontiac,Urban,Male,34,Policy Holder,Sport,27222,0,No,No,External,2,Liability,No,3
Pontiac,Urban,Male,32,Policy Holder,Sedan,27832,0,No,No,External,1,All Perils,No,0
Pontiac,Urban,Female,35,Policy Holder,Sedan,37521,0,No,No,External,7,Collision,No,0
Toyota,Urban,Female,44,Policy Holder,Sport,22976,0,No,No,External,0,Liability,No,4
Toyota,Urban,Male,54,Policy Holder,Sport,31127,0,No,No,External,5,Liability,No,0
Toyota,Urban,Male,63,Policy Holder,Sedan,23072,0,No,No,External,6,Collision,No,1
Mazda,Urban,Female,33,Policy Holder,Sport,27141,0,No,No,External,0,Liability,No,5
Chevrolet,Urban,Male,47,Third Party,Sedan,21514,0,No,No,External,0,Collision,No,4
Chevrolet,Urban,Male,57,Third Party,Sedan,33635,0,No,No,External,0,All Perils,No,1
Mazda,Urban,Male,34,Policy Holder,Sport,20410,0,No,No,External,6,Liability,No,2
Honda,Urban,Male,53,Policy Holder,Sedan,20543,0,No,No,External,5,All Perils,No,1
Toyota,Urban,Female,35,Policy Holder,Sport,27260,0,No,No,External,7,Liability,No,0
Honda,Urban,Male,30,Third Party,Sedan,20128,0,No,No,External,7,All Perils,No,3
Honda,Urban,Male,27,Third Party,Sport,24633,0,No,No,External,0,Liability,No,6
Toyota,Rural,Male,41,Third Party,Sedan,24608,0,No,No,External,6,All Perils,No,4
Toyota,Urban,Female,49,Third Party,Sedan,11734,0,No,No,External,0,All Perils,No,0
Honda,Urban,Male,33,Third Party,Sedan,22827,0,No,No,External,1,Collision,No,6
Honda,Urban,Male,32,Policy Holder,Sedan,20516,0,No,No,External,0,Collision,No,0
Toyota,Urban,Female,53,Policy Holder,Sedan,23436,0,No,No,External,0,All Perils,No,1
Honda,Urban,Male,29,Policy Holder,Sedan,17997,0,No,No,External,0,All Perils,No,0
Mercury,Urban,Male,51,Policy Holder,Sedan,22226,0,No,No,External,0,Collision,No,0
Chevrolet,Urban,Male,54,Policy Holder,Sedan,33899,0,No,No,External,0,Collision,No,1
Honda,Urban,Male,34,Third Party,Sedan,20665,0,No,No,External,7,All Perils,No,1
Honda,Urban,Male,45,Policy Holder,Sedan,23557,0,No,No,External,0,All Perils,No,3
Toyota,Urban,Male,39,Third Party,Sedan,24688,0,No,No,External,7,All Perils,No,4
Toyota,Rural,Male,47,Third Party,Sedan,22997,0,No,Yes,External,4,All Perils,No,4
Mazda,Urban,Male,33,Policy Holder,Sedan,27338,0,No,No,External,0,Collision,No,2
Honda,Urban,Male,30,Third Party,Sedan,31043,0,No,No,External,0,Collision,No,0
Mazda,Urban,Male,29,Policy Holder,Sedan,35538,0,No,No,External,7,Collision,No,0
Toyota,Urban,Male,30,Policy Holder,Sport,34493,0,No,No,External,6,Liability,No,1
Mazda,Urban,Male,36,Policy Holder,Sport,24458,0,No,No,External,1,Liability,No,2
Mazda,Urban,Male,42,Policy Holder,Sport,21326,0,No,No,External,1,Liability,No,0
Pontiac,Rural,Male,57,Policy Holder,Sport,21652,0,No,No,External,7,Liability,No,4
Mazda,Urban,Male,60,Third Party,Sedan,36730,0,No,No,External,3,Collision,No,4
Toyota,Rural,Female,41,Policy Holder,Sedan,21303,0,No,No,External,1,Collision,No,1
Pontiac,Urban,Male,34,Policy Holder,Sedan,32618,0,No,No,External,3,Collision,No,4
Pontiac,Urban,Female,43,Policy Holder,Sedan,13824,0,No,No,External,0,All Perils,No,0
Chevrolet,Urban,Male,26,Third Party,Sport,36567,0,No,No,External,0,Liability,No,6
Toyota,Urban,Male,51,Policy Holder,Sport,32590,0,No,No,External,1,Liability,No,3
Chevrolet,Urban,Female,47,Policy Holder,Sedan,33717,0,No,Yes,External,0,All Perils,No,1
Honda,Urban,Female,31,Policy Holder,Sedan,31994,0,No,No,External,0,Collision,No,1
Mazda,Urban,Male,24,Policy Holder,Sport,25502,0,No,No,External,3,Liability,No,3
Honda,Urban,Male,48,Policy Holder,Sedan,21433,0,No,No,External,4,Collision,No,2
Chevrolet,Urban,Male,26,Policy Holder,Sedan,26900,0,No,No,External,0,Collision,No,1
Saab,Urban,Male,35,Third Party,Sport,21491,0,No,No,External,7,Liability,No,5
Toyota,Urban,Male,31,Policy Holder,Sport,20887,0,No,No,External,5,Liability,No,2
Honda,Urban,Male,24,Policy Holder,Sport,37535,0,No,No,External,7,Liability,No,5
Chevrolet,Urban,Female,34,Policy Holder,Sport,31464,0,No,No,External,0,Liability,No,5
Mazda,Urban,Male,39,Policy Holder,Sport,20616,0,No,No,External,0,Liability,No,1
Honda,Urban,Female,30,Policy Holder,Sport,23973,0,No,No,External,0,Liability,No,1
Toyota,Urban,Male,26,Third Party,Sedan,32824,0,No,Yes,External,3,Collision,No,0
Honda,Urban,Male,40,Third Party,Sedan,37156,0,No,No,External,0,Collision,No,1
Pontiac,Urban,Male,64,Policy Holder,Sedan,17958,0,No,No,External,1,All Perils,No,0
Pontiac,Rural,Male,29,Third Party,Sedan,27686,0,No,No,External,0,Collision,No,2
Mazda,Urban,Female,35,Third Party,Sedan,36084,0,No,No,External,0,Collision,No,0
Pontiac,Urban,Male,22,Third Party,Sedan,24194,0,No,No,External,7,Collision,No,4
Toyota,Urban,Male,49,Policy Holder,Sedan,13155,0,No,No,External,7,All Perils,No,2
Pontiac,Rural,Male,37,Policy Holder,Sport,28277,0,No,No,External,5,Liability,No,1
Toyota,Urban,Male,45,Policy Holder,Sport,30083,0,No,No,External,6,Liability,Yes,2
Accura,Urban,Male,40,Policy Holder,Sedan,20871,0,No,No,External,0,All Perils,No,1
Honda,Urban,Female,32,Policy Holder,Sport,22168,0,No,No,External,5,Liability,No,5
Toyota,Rural,Male,50,Policy Holder,Sport,24528,0,No,No,External,0,Liability,No,1
Pontiac,Urban,Male,47,Policy Holder,Sedan,20314,0,No,No,External,0,Collision,No,0
Pontiac,Urban,Male,35,Policy Holder,Sedan,26126,0,No,No,External,7,Collision,No,0
Accura,Urban,Male,38,Policy Holder,Sport,30524,0,No,No,External,7,Liability,No,0
Mazda,Urban,Male,38,Policy Holder,Sport,33814,0,No,No,External,2,Liability,No,1
Pontiac,Urban,Male,33,Policy Holder,Sedan,26654,0,No,No,External,6,Collision,No,0
Pontiac,Urban,Male,58,Third Party,Sport,20910,0,No,No,Internal,0,Liability,No,0
Mazda,Urban,Male,44,Third Party,Sedan,27521,0,No,No,External,0,Collision,No,0
Pontiac,Urban,Male,50,Policy Holder,Sedan,21643,0,No,No,External,1,Collision,No,0
Toyota,Urban,Male,51,Third Party,Sedan,23734,0,No,No,External,6,Collision,No,2
Mazda,Urban,Female,34,Policy Holder,Sedan,27509,0,No,No,External,6,Collision,No,1
Chevrolet,Urban,Male,41,Policy Holder,Sedan,36254,0,No,No,External,5,Collision,No,1
Pontiac,Urban,Male,23,Third Party,Sedan,21333,0,No,No,External,6,Collision,No,3
Mazda,Urban,Male,53,Policy Holder,Sedan,32560,0,No,No,External,0,Collision,No,0
Ford,Urban,Male,30,Third Party,Sport,35906,0,No,No,External,0,Liability,No,4
Toyota,Urban,Male,33,Policy Holder,Sedan,20093,0,No,No,External,0,All Perils,No,0
Honda,Rural,Male,42,Policy Holder,Sport,23331,0,No,No,External,1,Liability,No,5
Toyota,Urban,Male,51,Third Party,Sedan,24612,0,No,No,External,7,Collision,No,0
Mazda,Urban,Male,28,Policy Holder,Sport,22239,0,No,No,External,2,Liability,No,4
Honda,Urban,Male,32,Policy Holder,Sedan,25454,0,No,No,External,4,Collision,No,3
Pontiac,Urban,Male,29,Policy Holder,Sedan,35200,0,No,No,External,0,Collision,No,0
Honda,Urban,Male,53,Third Party,Sedan,30865,0,No,No,External,3,Collision,No,1
Toyota,Urban,Male,35,Policy Holder,Sedan,22045,0,No,No,External,0,Collision,No,0
Pontiac,Rural,Male,32,Third Party,Sedan,28220,0,No,No,External,1,All Perils,No,0
Honda,Urban,Male,24,Policy Holder,Sedan,20584,0,No,No,External,2,All Perils,No,1
Pontiac,Urban,Male,36,Third Party,Sedan,24733,0,No,No,External,2,All Perils,No,1
Honda,Urban,Male,33,Policy Holder,Sport,28409,0,No,No,External,0,Liability,No,0
Honda,Urban,Male,32,Policy Holder,Sedan,22898,0,No,No,External,0,Collision,No,2
Toyota,Urban,Female,62,Policy Holder,Sedan,10587,0,No,No,External,1,All Perils,No,0
Pontiac,Urban,Male,41,Policy Holder,Sport,23212,0,No,No,External,0,Liability,No,3
Toyota,Rural,Male,31,Policy Holder,Sedan,28817,0,No,No,External,6,All Perils,No,0
Toyota,Urban,Male,42,Third Party,Sedan,23268,0,No,No,External,0,All Perils,No,0
Pontiac,Urban,Male,53,Policy Holder,Sport,26332,0,No,No,External,2,Liability,No,5
Pontiac,Urban,Male,52,Policy Holder,Sport,26569,0,No,No,External,0,Liability,No,4
Chevrolet,Urban,Male,58,Third Party,Sedan,28199,0,No,No,External,1,All Perils,No,1
Chevrolet,Urban,Male,35,Third Party,Sedan,20510,0,No,No,External,4,Collision,No,0
Pontiac,Urban,Male,33,Policy Holder,Sport,26436,0,No,No,External,6,Liability,No,3
Pontiac,Rural,Male,65,Third Party,Sedan,23414,0,No,No,External,5,All Perils,No,4
Honda,Rural,Male,38,Policy Holder,Sport,37261,0,No,No,External,7,Liability,No,4
Pontiac,Urban,Male,30,Policy Holder,Sedan,25598,0,No,No,External,2,All Perils,No,3
Mazda,Urban,Male,34,Policy Holder,Sedan,20996,0,No,No,External,0,All Perils,No,1
Pontiac,Urban,Female,26,Third Party,Sedan,19668,0,No,No,External,0,Collision,No,0
Pontiac,Urban,Male,49,Policy Holder,Sport,24582,0,No,No,External,2,Liability,No,3
Toyota,Urban,Male,33,Policy Holder,Sport,33761,0,No,No,External,0,Liability,No,4
Chevrolet,Urban,Male,50,Policy Holder,Sport,33486,0,No,No,External,0,Liability,No,1
Toyota,Urban,Male,24,Policy Holder,Sport,28907,0,No,No,External,0,Liability,No,1
Toyota,Urban,Female,26,Policy Holder,Sedan,25181,0,No,No,External,6,All Perils,No,1
Mazda,Urban,Female,31,Policy Holder,Sport,25055,0,No,No,External,0,Liability,No,3
Honda,Urban,Female,37,Policy Holder,Sport,24727,0,No,No,External,0,Liability,No,2
Toyota,Urban,Male,45,Policy Holder,Sedan,27553,0,No,No,External,1,All Perils,No,0
Toyota,Urban,Male,52,Policy Holder,Sedan,28896,0,No,No,External,1,Collision,No,4
Pontiac,Urban,Male,32,Policy Holder,Sport,25994,0,No,No,External,1,Liability,No,3
Honda,Rural,Male,64,Policy Holder,Sedan,10316,0,No,No,External,0,All Perils,No,1
Pontiac,Urban,Female,35,Third Party,Sport,25448,0,No,No,External,0,Liability,No,3
Honda,Rural,Male,36,Policy Holder,Sport,30912,0,No,No,External,6,Liability,No,0
Honda,Urban,Male,28,Third Party,Sedan,20200,0,No,No,External,3,Collision,No,1
Toyota,Urban,Male,29,Policy Holder,Sport,31138,0,No,No,External,3,Liability,No,6
Chevrolet,Urban,Male,28,Policy Holder,Sedan,21695,0,No,No,External,2,Collision,No,4
Pontiac,Urban,Male,37,Policy Holder,Sedan,23215,0,No,No,External,0,Collision,No,1
Mazda,Urban,Male,30,Policy Holder,Sedan,26955,0,No,No,External,1,Collision,No,0
Pontiac,Urban,Male,28,Policy Holder,Sport,23734,0,No,No,External,3,Liability,No,5
Honda,Urban,Male,51,Policy Holder,Sport,25567,0,No,No,External,7,Liability,No,1
Mazda,Urban,Male,23,Policy Holder,Sport,22827,0,No,No,External,7,Liability,No,3
Toyota,Urban,Male,30,Policy Holder,Sedan,22491,0,No,No,External,0,Collision,No,1
Honda,Urban,Female,32,Policy Holder,Sedan,27641,0,No,No,External,5,All Perils,No,1
Honda,Urban,Male,34,Policy Holder,Sedan,20991,0,No,No,External,1,Collision,No,0
Pontiac,Urban,Female,39,Policy Holder,Sedan,13921,0,No,No,External,2,All Perils,No,4
Chevrolet,Urban,Male,49,Third Party,Sport,51389,0,No,No,External,0,Liability,No,3
Toyota,Urban,Male,31,Policy Holder,Sedan,24254,0,No,No,External,0,All Perils,No,0
Honda,Urban,Male,32,Policy Holder,Sedan,26133,0,No,No,External,0,Collision,No,4
Pontiac,Rural,Female,32,Policy Holder,Sedan,26374,0,No,No,External,5,All Perils,No,1
Toyota,Urban,Male,43,Third Party,Sedan,32372,0,No,No,External,0,All Perils,No,3
Mazda,Urban,Male,27,Policy Holder,Sport,34099,0,No,No,External,4,Liability,No,4
VW,Urban,Male,44,Policy Holder,Sport,49600,0,No,No,External,0,Liability,No,5
Pontiac,Rural,Female,32,Policy Holder,Sedan,24163,0,No,No,External,0,Collision,No,0
Pontiac,Urban,Male,31,Third Party,Sedan,33381,0,No,No,External,7,Collision,No,3
Pontiac,Urban,Male,29,Policy Holder,Sedan,28553,0,No,No,External,5,All Perils,No,1
Toyota,Urban,Male,35,Policy Holder,Sedan,22785,0,No,No,External,2,Collision,No,0
Pontiac,Urban,Male,28,Policy Holder,Sport,23315,0,No,No,External,2,Liability,No,3
Pontiac,Rural,Male,47,Policy Holder,Sport,31970,0,No,No,External,6,Liability,No,4
Pontiac,Urban,Female,32,Third Party,Sedan,20801,0,No,No,External,3,All Perils,No,0
Pontiac,Urban,Male,31,Policy Holder,Sedan,12660,0,No,No,External,2,Collision,No,0
Mazda,Urban,Female,47,Policy Holder,Sedan,21351,0,No,No,External,0,All Perils,No,2
Pontiac,Urban,Male,70,Policy Holder,Sport,20358,0,No,No,External,0,Liability,No,1
Pontiac,Rural,Male,48,Policy Holder,Sport,24879,0,No,No,External,0,Liability,No,2
Pontiac,Urban,Female,33,Third Party,Sport,25063,0,No,No,External,3,Liability,No,3
Mazda,Urban,Male,49,Policy Holder,Sedan,22098,0,No,No,External,7,Collision,No,1
Toyota,Rural,Male,29,Policy Holder,Sport,31486,0,No,No,External,6,Liability,No,6
Toyota,Urban,Male,29,Policy Holder,Sport,36627,0,No,No,External,0,Liability,No,2
Pontiac,Urban,Male,34,Policy Holder,Sedan,32801,0,No,No,External,7,Collision,No,0
Pontiac,Urban,Male,45,Policy Holder,Sedan,27665,0,No,No,External,5,Collision,No,1
Pontiac,Urban,Female,43,Policy Holder,Sedan,21655,0,Yes,No,External,0,Collision,No,0
Toyota,Urban,Male,71,Policy Holder,Sedan,12784,0,No,No,External,0,All Perils,No,1
Toyota,Urban,Male,29,Third Party,Sedan,23300,0,No,No,External,0,All Perils,No,4
Toyota,Urban,Male,32,Policy Holder,Sedan,25126,0,No,No,External,7,Collision,No,1
Honda,Urban,Male,21,Third Party,Sedan,20215,0,No,No,External,0,Collision,Yes,0
Toyota,Urban,Male,58,Third Party,Sport,23710,0,No,No,External,4,Liability,No,3
Toyota,Rural,Male,51,Policy Holder,Sport,20397,0,No,No,External,0,Liability,No,6
Honda,Urban,Male,27,Policy Holder,Sport,25435,0,No,No,External,7,Liability,No,1
Chevrolet,Rural,Male,52,Policy Holder,Sport,20773,0,No,No,External,1,Liability,No,0
Chevrolet,Urban,Male,34,Policy Holder,Sedan,36844,0,No,No,External,0,All Perils,No,1
Honda,Urban,Male,29,Policy Holder,Sedan,28623,0,No,No,External,0,Collision,No,4
Pontiac,Urban,Male,31,Policy Holder,Sedan,28095,0,No,No,External,0,Collision,No,3
Accura,Urban,Male,27,Policy Holder,Sedan,50892,0,No,No,External,6,Collision,No,1
Honda,Urban,Male,55,Policy Holder,Sport,38654,0,No,No,External,7,Liability,No,3
